Property_type,Property_city,Property_location,Bedrooms,Bathrooms,Parking_space,property_price_(per_month)
Apartment,Pretoria,Annlin-Wes,1,1,3,6150
House,Pretoria,"Waterkloof Ridge",3,2,1,40000
Town-house,Pretoria,Sinoville,3,3,2,20000
Apartment,Pretoria,Hatfield,2,2,2,11250
Town-house,Pretoria,"Silver Lakes Golf Estate",2,1,1,16500
Apartment,Pretoria,Hillcrest,1,1,1,4550
Apartment,Pretoria,Magalieskruin,2,2,1,7680
House,Pretoria,Florauna,4,2,4,19500
House,Pretoria,"Waterkloof Ridge",3,3,4,30000
House,Pretoria,"Silver Lakes Golf Estate",4,3,2,48000
House,Pretoria,Kirkney,3,1,1,6850
House,Pretoria,"Moreleta Park",4,3,10,25000
Apartment,Pretoria,Montana,1,1,1,5500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8900
House,Pretoria,"Pretoria North",3,2,2,13500
Apartment,Pretoria,Muckleneuk,2,1,1,10000
Apartment,Pretoria,"The Hills Game Reserve Estate",1,1,1,8500
Apartment,Pretoria,Sunnyside,5,2,2,2800
House,Pretoria,"Faerie Glen",2,2,4,22000
Town-house,Pretoria,Equestria,3,2,1,14500
Apartment,Pretoria,Arcadia,1,1,1,4450
Apartment,Pretoria,Gezina,2,1,2,5500
Apartment,Pretoria,Florauna,1,1,1,5600
House,Pretoria,"Waterkloof Ridge",4,4,5,65000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8000
Apartment,Pretoria,Hillcrest,1,1,1,7900
Apartment,Pretoria,Hillcrest,1,1,1,7900
Apartment,Pretoria,Lynnwood,2,2,2,16000
Apartment,Pretoria,Lynnwood,2,1,2,9400
Town-house,Pretoria,"Kilner Park",2,1,2,8500
Apartment,Pretoria,Florauna,2,1,1,7250
Apartment,Pretoria,"Olympus AH",2,1,2,10175
House,Pretoria,Waterkloof,3,2,4,22000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,4,8300
House,Pretoria,"Pretoria North",5,3,5,16000
House,Pretoria,"Waterkloof Ridge",6,6,1,65000
Apartment,Pretoria,"Menlo Park",2,2,1,21500
Apartment,Pretoria,Wolmer,2,1,2,7200
Apartment,Pretoria,Equestria,2,2,4,10300
House,Pretoria,"Olympus AH",3,2,1,22400
Apartment,Pretoria,"Olympus AH",2,1,11,11200
Apartment,Pretoria,Montana,2,1,2,7680
House,Pretoria,"Vissershoek AH",3,1,2,6500
House,Pretoria,"Lotus Gardens",2,1,2,6500
House,Pretoria,Magalieskruin,2,1,2,9200
Town-house,Pretoria,Silverton,3,2,4,23000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,9800
Apartment,Pretoria,Menlyn,1,1,1,25300
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Sinoville,2,2,1,10200
Town-house,Pretoria,Arcadia,5,2,1,15000
House,Pretoria,"Philip Nel Park",2,1,1,7500
Town-house,Pretoria,"Faerie Glen",2,2,2,12850
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Sinoville,2,2,1,10400
Apartment,Pretoria,Mooikloof,3,2,2,12500
Town-house,Pretoria,Annlin,2,2,2,9200
Apartment,Pretoria,Lynnwood,2,2,2,25000
Apartment,Pretoria,"Silver Lakes",2,2,1,8800
Apartment,Pretoria,Sunnyside,1,1,1,3200
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,1,26000
House,Pretoria,Dorandia,3,2,4,15000
Apartment,Pretoria,Hatfield,1,1,1,6950
Apartment,Pretoria,Hatfield,2,1,1,5500
Town-house,Pretoria,"Zambezi Manor Lifestyle Estate",3,3,2,16500
Apartment,Pretoria,Brooklyn,2,2,1,16500
Apartment,Pretoria,"Menlo Park",2,2,4,11000
Apartment,Pretoria,Magalieskruin,4,3,2,8000
House,Pretoria,Waterkloof,1,1,2,40000
House,Pretoria,"Silver Lakes Golf Estate",2,1,2,12000
Apartment,Pretoria,Annlin,1,1,2,7400
Apartment,Pretoria,Arcadia,2,1,4,13000
Apartment,Pretoria,Garsfontein,3,3,4,8550
Town-house,Pretoria,"Menlo Park",4,3,2,34000
House,Pretoria,Waterkloof,2,2,8,40000
Apartment,Pretoria,Groenkloof,1,1,2,8900
House,Pretoria,"Mountain View",4,3,1,6100
House,Pretoria,"Silver Lakes Golf Estate",2,1,1,35000
Town-house,Pretoria,Magalieskruin,4,2,5,22000
Apartment,Pretoria,"Philip Nel Park",1,1,1,4800
House,Pretoria,Queenswood,3,2,4,20350
Apartment,Pretoria,"Olympus AH",2,2,1,12320
House,Pretoria,"Silver Lakes Golf Estate",2,2,1,18000
Apartment,Pretoria,"Mooikloof Glen",2,2,2,9800
Apartment,Pretoria,Gezina,1,1,2,3500
House,Pretoria,Waterkloof,3,3,1,38000
Apartment,Pretoria,"Pretoria Central",1,1,3,4620
Town-house,Pretoria,Brooklyn,4,2,12,25000
House,Pretoria,Sinoville,4,2,2,24500
Town-house,Pretoria,"Lynnwood Glen",3,3,1,20000
Apartment,Pretoria,Lynnwood,1,1,2,14200
Apartment,Pretoria,Menlyn,2,3,2,21899
Apartment,Pretoria,"Waterkloof Glen",2,2,1,46000
Apartment,Pretoria,Hazeldean,1,1,3,5390
House,Pretoria,"Waterkloof Ridge",5,4,2,45000
Town-house,Pretoria,"Moreleta Park",3,2,3,14000
House,Pretoria,"Waterkloof Ridge",5,4,1,45000
Apartment,Pretoria,Waterkloof,1,1,4,8990
Town-house,Pretoria,Equestria,4,4,4,23998
Apartment,Pretoria,"Mooikloof Glen",2,2,2,9500
House,Pretoria,Magalieskruin,4,2,2,17500
House,Pretoria,Silverton,3,1,2,10500
Apartment,Pretoria,Hatfield,2,1,1,6615
Apartment,Pretoria,Montana,2,2,2,8250
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,2,16500
House,Pretoria,Magalieskruin,4,2,2,17500
Apartment,Pretoria,"Pretoria West",1,1,1,4500
Apartment,Pretoria,Equestria,2,2,2,10500
House,Pretoria,Danville,4,1,3,18000
Apartment,Pretoria,"Capital Park",1,1,1,3940
Apartment,Pretoria,"Willow Park",2,2,2,9000
Apartment,Pretoria,Sunnyside,2,1,1,5000
Town-house,Pretoria,Montana,2,1,1,8500
Apartment,Pretoria,Arcadia,2,1,2,6500
Apartment,Pretoria,Mooikloof,2,2,3,10000
Town-house,Pretoria,"Olympus AH",3,2,2,19800
Apartment,Pretoria,Hatfield,2,1,1,7500
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,Brooklyn,2,2,1,14000
House,Pretoria,Eastwood,3,3,6,25000
Apartment,Pretoria,Hatfield,1,1,8,3950
House,Pretoria,"Silver Lakes Golf Estate",4,4,1,75000
Apartment,Pretoria,Equestria,1,1,1,9000
House,Pretoria,"Parktown Estate",1,1,5,6000
House,Pretoria,Waterkloof,4,4,8,48000
House,Pretoria,"Waterkloof Ridge",5,5,4,99000
House,Pretoria,Doornpoort,3,3,1,16000
Apartment,Pretoria,"Waterkloof Ridge",1,1,6,9990
Apartment,Pretoria,Moregloed,1,1,1,10700
Apartment,Pretoria,Sunnyside,4,4,4,3900
House,Pretoria,"Pretoria North",1,1,1,25000
Apartment,Pretoria,"Blyde Riverwalk Estate",3,1,2,11000
House,Pretoria,Gezina,1,1,1,13800
Apartment,Pretoria,Brooklyn,2,2,2,13950
Town-house,Pretoria,Equestria,3,2,3,16800
House,Pretoria,"Alphen Park",3,3,6,50000
Apartment,Pretoria,Wonderboom,1,1,1,5500
House,Pretoria,Queenswood,3,2,3,17080
Town-house,Pretoria,"Menlo Park",2,3,2,26000
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,17000
Apartment,Pretoria,"Willow Park Manor",2,2,2,10200
Apartment,Pretoria,"Mountain View",2,1,1,7500
House,Pretoria,"Waterkloof Ridge",4,3,3,130000
House,Pretoria,Queenswood,3,2,3,17080
House,Pretoria,Brooklyn,1,1,1,5500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8500
Apartment,Pretoria,"Willow Park Manor",2,1,2,9500
Apartment,Pretoria,Waterkloof,3,3,2,20800
Apartment,Pretoria,Menlyn,1,1,2,24000
Apartment,Pretoria,Hatfield,1,1,1,8000
Apartment,Pretoria,Brooklyn,2,2,2,13800
Apartment,Pretoria,Waterkloof,2,1,1,23990
Apartment,Pretoria,Hatfield,1,1,1,5940
Town-house,Pretoria,"Faerie Glen",2,1,2,9000
Town-house,Pretoria,Montana,4,2,10,14000
Apartment,Pretoria,"Die Wilgers",4,2,5,4300
House,Pretoria,"Pretoria North",4,4,8,14300
House,Pretoria,"Woodhill Golf Estate",2,2,1,50000
Town-house,Pretoria,"Willow Park Manor",3,2,4,11500
House,Pretoria,Muckleneuk,1,1,1,18000
Apartment,Pretoria,Magalieskruin,1,1,1,7700
Apartment,Pretoria,Magalieskruin,2,1,1,7700
Apartment,Pretoria,Elandspoort,3,2,3,6500
Apartment,Pretoria,"Greencreek Lifestyle Estate",4,4,2,12500
Town-house,Pretoria,"Montana Tuine",2,2,1,28000
Apartment,Pretoria,Brooklyn,2,1,2,14000
Town-house,Pretoria,Erasmuskloof,1,1,1,8000
Apartment,Pretoria,Waterkloof,2,2,2,10990
Apartment,Pretoria,Brooklyn,5,3,3,13000
House,Pretoria,"Waterkloof Ridge",4,3,1,75000
House,Pretoria,Waverley,1,1,1,16500
Apartment,Pretoria,Montana,1,1,1,5000
Apartment,Pretoria,"Montana Park",1,1,1,6500
Apartment,Pretoria,Arcadia,2,2,1,12000
Apartment,Pretoria,"Capital Park",1,2,1,3000
House,Pretoria,Andeon,3,1,1,7910
Apartment,Pretoria,Hatfield,1,1,1,5500
Apartment,Pretoria,Arcadia,2,2,1,7250
Apartment,Pretoria,"Ashlea Gardens",1,1,1,16500
Apartment,Pretoria,Villieria,2,1,1,8600
Apartment,Pretoria,Garsfontein,1,2,2,6800
Apartment,Pretoria,Brooklyn,2,1,1,16900
Apartment,Pretoria,Colbyn,1,1,2,7150
Apartment,Pretoria,Waterkloof,1,2,5,18990
House,Pretoria,"Waterkloof Ridge",4,1,2,40000
Apartment,Pretoria,Sunnyside,2,4,1,5000
House,Pretoria,Waterkloof,4,1,6,70000
Apartment,Pretoria,Hazelwood,1,1,2,15900
Apartment,Pretoria,Waterkloof,1,2,4,18990
Apartment,Pretoria,"Olympus AH",2,4,2,12320
Apartment,Pretoria,Hillcrest,1,1,1,9000
House,Pretoria,"Moreleta Park",4,2,8,24900
Apartment,Pretoria,Hatfield,2,2,1,8500
Town-house,Pretoria,"Lynnwood Glen",3,2,2,20000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,11000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,9500
Apartment,Pretoria,Sunnyside,2,1,1,6750
Apartment,Pretoria,Garsfontein,1,1,1,6500
House,Pretoria,"Parktown Estate",2,1,4,6300
House,Pretoria,"Waterkloof Ridge",6,7,2,70000
House,Pretoria,Silverton,3,2,5,10500
House,Pretoria,"Waterkloof Heights",5,6,2,57000
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,1,15000
Apartment,Pretoria,Brooklyn,3,1,2,14000
Apartment,Pretoria,"Mooikloof Glen",2,2,1,11000
Apartment,Pretoria,Shere,3,2,6,9250
House,Pretoria,Colbyn,2,1,2,20500
Apartment,Pretoria,Menlyn,5,2,4,40000
Town-house,Pretoria,"Olympus AH",2,2,1,22000
Apartment,Pretoria,Hillcrest,2,1,1,8500
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Arcadia,1,1,1,7000
Apartment,Pretoria,Hatfield,2,1,1,5000
Apartment,Pretoria,"Monument Park",1,1,2,7250
Apartment,Pretoria,Hatfield,1,1,1,10500
Apartment,Pretoria,Waterkloof,3,3,1,9990
Apartment,Pretoria,Arcadia,2,2,3,4160
Town-house,Pretoria,"Olympus AH",2,2,1,22000
Apartment,Pretoria,Sinoville,3,3,1,10500
Apartment,Pretoria,Sinoville,2,1,2,10200
House,Pretoria,Waterkloof,3,2,1,45000
Apartment,Pretoria,Waterkloof,4,4,2,17990
House,Pretoria,"Wonderboom South",2,1,2,16500
House,Pretoria,Brooklyn,1,1,2,36000
Apartment,Pretoria,Florauna,3,2,1,7150
Apartment,Pretoria,Waterkloof,1,1,2,9990
Apartment,Pretoria,"Blyde Riverwalk Estate",3,2,1,19500
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,Pretoriuspark,2,2,2,9500
Apartment,Pretoria,"Menlo Park",2,2,2,21500
House,Pretoria,"Waterkloof Ridge",5,5,2,65000
Town-house,Pretoria,"Montana Park",3,2,1,12375
Apartment,Pretoria,Florauna,1,1,1,6000
Town-house,Pretoria,"Constantia Park",3,2,2,13500
Apartment,Pretoria,Hatfield,1,1,1,7200
Apartment,Pretoria,"Menlo Park",2,3,2,13000
House,Pretoria,Waterkloof,4,3,3,45000
Apartment,Pretoria,"Pretoria West",1,1,1,4020
Apartment,Pretoria,"Waterkloof Ridge",1,1,1,11990
Apartment,Pretoria,Hatfield,1,1,1,7200
Apartment,Pretoria,Equestria,2,2,2,23500
Town-house,Pretoria,Hazelwood,3,4,6,50000
House,Pretoria,Danville,2,1,6,6000
House,Pretoria,"Faerie Glen",6,5,3,4400
House,Pretoria,"The Hills Game Reserve Estate",5,5,1,44995
Apartment,Pretoria,Gezina,2,1,1,7000
Town-house,Pretoria,Hazeldean,2,2,2,10500
Apartment,Pretoria,Hatfield,1,1,1,6800
Town-house,Pretoria,Annlin,2,1,3,8600
Apartment,Pretoria,Brooklyn,2,2,1,14000
Apartment,Pretoria,"Menlo Park",2,2,3,19900
House,Pretoria,"Woodhill Golf Estate",4,4,2,35000
House,Pretoria,Brooklyn,3,3,4,30000
House,Pretoria,Muckleneuk,3,2,2,16000
Town-house,Pretoria,Garsfontein,3,1,2,11500
House,Pretoria,Brooklyn,6,3,2,4500
House,Pretoria,Andeon,3,2,1,9000
Apartment,Pretoria,Brooklyn,1,2,2,4800
Town-house,Pretoria,"The Wilds",2,2,2,15500
Apartment,Pretoria,Mayville,2,2,6,5800
Apartment,Pretoria,"Mooikloof Glen",4,3,1,9500
House,Pretoria,Muckleneuk,1,1,1,36000
Apartment,Pretoria,Hatfield,2,1,1,6800
Apartment,Pretoria,"Kilner Park",1,1,1,4300
Town-house,Pretoria,"Olympus AH",3,2,2,22000
House,Pretoria,Hatfield,3,1,4,5000
Apartment,Pretoria,Menlyn,1,1,1,26000
Apartment,Pretoria,"Philip Nel Park",2,1,2,6570
Town-house,Pretoria,Sinoville,3,2,3,10400
Town-house,Pretoria,Garsfontein,2,2,6,13500
House,Pretoria,"Woodhill Golf Estate",4,3,2,40000
Apartment,Pretoria,"Willow Park Manor",3,2,6,26000
Apartment,Pretoria,Arcadia,2,1,2,10500
House,Pretoria,"Woodhill Golf Estate",4,5,2,65000
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,1,17000
Town-house,Pretoria,"Olympus AH",3,2,3,22000
Apartment,Pretoria,Arcadia,2,1,6,12000
Apartment,Pretoria,"Pretoria Central",3,2,1,3800
House,Pretoria,Waterkloof,4,3,2,45000
House,Pretoria,Dorandia,4,2,1,15000
Apartment,Pretoria,Waterkloof,2,1,1,27990
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,"Montana Park",2,2,2,9900
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,15500
Apartment,Pretoria,Sunnyside,1,1,1,4620
House,Pretoria,"Pretoria North",3,2,4,13560
Apartment,Pretoria,"Monument Park",3,1,1,8900
Town-house,Pretoria,Montana,3,3,2,13530
Town-house,Pretoria,"Montana Park",2,1,1,9500
House,Pretoria,"Pretoria North",4,2,2,11500
Apartment,Pretoria,"Monument Park",3,1,1,8900
Town-house,Pretoria,"Menlo Park",3,4,2,25000
Apartment,Pretoria,Hatfield,2,1,1,7950
House,Pretoria,"Monument Park",1,1,1,6250
Apartment,Pretoria,Mayville,1,1,1,5600
Apartment,Pretoria,Hatfield,2,1,1,7950
Apartment,Pretoria,Hatfield,1,1,1,8500
Apartment,Pretoria,"Nieuw Muckleneuk",1,1,2,17000
Apartment,Pretoria,Silverton,2,1,2,6300
Town-house,Pretoria,"La Montagne",2,1,1,7500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8200
House,Pretoria,"Menlo Park",2,3,3,28000
Apartment,Pretoria,Arcadia,1,1,1,8300
Apartment,Pretoria,"Pretoria North",4,4,2,4800
House,Pretoria,"Silver Lakes Golf Estate",1,1,1,55000
House,Pretoria,"Mooikloof Equestrian Estate",2,2,2,5500
Apartment,Pretoria,Lynnwood,4,2,6,14000
House,Pretoria,"Mountain View",4,2,2,26500
Apartment,Pretoria,Brooklyn,2,1,1,3900
Apartment,Pretoria,Montana,4,3,3,7500
House,Pretoria,"Silver Lakes Golf Estate",2,1,1,55000
Apartment,Pretoria,"Pretoria North",2,1,2,7150
Apartment,Pretoria,Montana,3,2,4,8400
House,Pretoria,"Pretoria North",2,1,3,12000
Apartment,Pretoria,Gezina,4,3,1,6000
House,Pretoria,"Silver Lakes Golf Estate",1,1,2,55000
House,Pretoria,"Pretoria Central",3,3,6,2950
Town-house,Pretoria,"Olympus AH",3,2,4,22000
House,Pretoria,"Silver Lakes Golf Estate",7,4,2,36000
House,Pretoria,Elarduspark,3,2,2,45000
Apartment,Pretoria,Waterkloof,2,1,1,17990
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8200
Apartment,Pretoria,Hatfield,1,1,1,4830
House,Pretoria,Waterkloof,5,5,2,55000
House,Pretoria,Murrayfield,4,3,4,21000
Apartment,Pretoria,Equestria,2,1,2,10500
Town-house,Pretoria,"Waterkloof Heights",3,2,1,20000
Apartment,Pretoria,"Lynnwood Manor",2,1,4,9000
House,Pretoria,Murrayfield,4,3,1,21000
Apartment,Pretoria,Hatfield,1,1,2,5750
Apartment,Pretoria,Sinoville,3,3,4,20000
House,Pretoria,"Faerie Glen",6,5,1,36000
House,Pretoria,Roodeplaat,1,1,1,6250
Apartment,Pretoria,Daspoort,2,1,1,6400
Apartment,Pretoria,Hazeldean,1,1,2,10000
House,Pretoria,Waterkloof,3,1,4,9500
House,Pretoria,Roodeplaat,5,4,4,39000
Apartment,Pretoria,Brooklyn,2,2,2,15000
Town-house,Pretoria,"Olympus AH",3,2,2,22000
Apartment,Pretoria,"Six Fountains Residential Estate",2,2,2,15000
Apartment,Pretoria,Sinoville,3,2,2,7900
Apartment,Pretoria,Sunnyside,4,1,2,9800
House,Pretoria,"Waterkloof Ridge",4,4,1,40000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,13000
Apartment,Pretoria,Dorandia,2,1,2,7600
Apartment,Pretoria,Roodeplaat,2,1,1,7500
Town-house,Pretoria,Waterkloof,3,3,1,20000
Apartment,Pretoria,"Pretoria North",2,1,1,7150
Apartment,Pretoria,Hatfield,1,1,2,5900
Town-house,Pretoria,Waterkloof,3,3,1,20000
House,Pretoria,"Olympus AH",3,2,1,17500
Apartment,Pretoria,Waterkloof,1,1,6,15990
Apartment,Pretoria,Brooklyn,1,1,4,6300
House,Pretoria,Eastwood,1,1,1,10500
House,Pretoria,"Waterkloof Ridge",6,7,1,65000
Town-house,Pretoria,"Monument Park",3,2,1,22000
House,Pretoria,Rietfontein,2,1,1,6500
Apartment,Pretoria,Sinoville,2,2,4,10400
Apartment,Pretoria,Menlyn,2,2,1,28000
Apartment,Pretoria,"Greencreek Lifestyle Estate",1,1,4,7250
Apartment,Pretoria,"Willow Park Manor",1,1,1,10500
House,Pretoria,"Strubenkop Security Village",3,3,1,32000
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,3,10000
Apartment,Pretoria,Waverley,2,2,2,11000
House,Pretoria,Hatfield,4,4,1,6500
Apartment,Pretoria,Waverley,2,1,1,9750
House,Pretoria,Brooklyn,6,4,4,3950
House,Pretoria,"Nieuw Muckleneuk",3,2,2,40000
House,Pretoria,"Mountain View",1,1,1,5900
Apartment,Pretoria,Hatfield,2,1,4,9765
Apartment,Pretoria,Waterkloof,1,1,2,10990
Apartment,Pretoria,Hillcrest,2,1,1,8600
Apartment,Pretoria,Muckleneuk,1,1,1,5000
Apartment,Pretoria,"Lynnwood Glen",2,1,2,20000
Apartment,Pretoria,Brooklyn,1,1,1,13000
Apartment,Pretoria,"Menlo Park",1,1,1,5000
Apartment,Pretoria,Arcadia,2,1,1,5200
Apartment,Pretoria,"Mountain View",2,1,1,6300
Town-house,Pretoria,"Silver Lakes",4,2,3,9400
House,Pretoria,"Silver Lakes Golf Estate",2,4,2,48000
Apartment,Pretoria,"Olympus AH",1,2,2,14500
Apartment,Pretoria,Rietvalleirand,4,1,1,4750
House,Pretoria,"Montana Tuine",4,2,2,14000
House,Pretoria,"Monument Park",3,2,6,26000
House,Pretoria,"Pretoria Gardens",1,1,2,9600
House,Pretoria,Mooikloof,4,1,1,6500
House,Pretoria,"Montana Tuine",4,2,2,14000
House,Pretoria,"Waterkloof Ridge",2,4,7,74500
Apartment,Pretoria,"Mountain View",5,1,1,6300
House,Pretoria,Waterkloof,4,5,3,100000
House,Pretoria,Waterkloof,2,4,5,70000
House,Pretoria,Groenkloof,4,2,3,25000
Apartment,Pretoria,"Nieuw Muckleneuk",1,3,1,13800
House,Pretoria,"Woodhill Golf Estate",3,3,7,40000
Apartment,Pretoria,"Silver Lakes Golf Estate",2,3,1,35000
House,Pretoria,Erasmusrand,4,1,3,25000
House,Pretoria,Mayville,1,1,1,5900
Apartment,Pretoria,"Lotus Gardens",2,1,2,4000
Apartment,Pretoria,Newlands,2,1,1,9500
Apartment,Pretoria,"Capital Park",1,1,2,3940
House,Pretoria,Equestria,3,1,1,11800
Apartment,Pretoria,"Silver Lakes Golf Estate",2,1,1,12000
Apartment,Pretoria,Colbyn,1,2,2,7900
Town-house,Pretoria,Florauna,2,2,2,9500
Town-house,Pretoria,"Menlo Park",3,1,1,19500
Apartment,Pretoria,Sunnyside,5,1,2,4300
Apartment,Pretoria,Newlands,2,2,2,9500
House,Pretoria,"Silver Lakes Golf Estate",3,1,4,25000
Apartment,Pretoria,"Pretoria Gardens",2,1,2,5600
Town-house,Pretoria,"Zambezi Manor Lifestyle Estate",3,3,2,14200
Apartment,Pretoria,Hatfield,7,5,4,7500
House,Pretoria,Hatfield,2,1,1,41000
Apartment,Pretoria,"Faerie Glen",3,2,2,12950
Town-house,Pretoria,Annlin,2,2,1,10950
Apartment,Pretoria,Montana,3,3,5,7680
Town-house,Pretoria,"Olympus AH",1,1,1,16950
Apartment,Pretoria,Eloffsdal,3,3,2,3940
House,Pretoria,"Silverwoods Country Estate",1,1,2,50000
Apartment,Pretoria,"Capital Park",3,1,2,3840
House,Pretoria,Danville,2,1,4,6500
Apartment,Pretoria,"Faerie Glen",3,2,1,12950
House,Pretoria,"Kameeldrift East",5,5,1,14000
House,Pretoria,"Waterkloof Heights",2,2,2,99000
Apartment,Pretoria,Sinoville,1,1,3,10200
Apartment,Pretoria,Zwartkoppies,3,2,1,20000
Town-house,Pretoria,"Silver Lakes Golf Estate",3,3,2,30000
Apartment,Pretoria,"Menlo Park",2,2,2,19900
Apartment,Pretoria,Magalieskruin,1,1,2,6500
House,Pretoria,Brooklyn,3,3,1,5500
House,Pretoria,"Lisdogan Park",2,2,2,18000
Town-house,Pretoria,Equestria,1,1,1,22898
Apartment,Pretoria,Hatfield,1,1,1,5750
House,Pretoria,Arcadia,2,2,2,2900
Apartment,Pretoria,"Mooikloof Equestrian Estate",3,2,4,12000
Town-house,Pretoria,Waterkloof,2,1,1,26500
Apartment,Pretoria,Hatfield,1,1,2,7200
Apartment,Pretoria,"Pretoria North",3,3,2,4000
Apartment,Pretoria,Montana,3,2,2,21000
Apartment,Pretoria,Sunnyside,4,2,8,7700
House,Pretoria,Danville,2,2,2,11300
Apartment,Pretoria,Sinoville,5,4,1,10200
House,Pretoria,Mayville,3,2,2,20000
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8500
House,Pretoria,"Silverwoods Country Estate",5,5,6,50000
Town-house,Pretoria,Equestria,3,2,2,6000
House,Pretoria,Waverley,1,2,1,11800
House,Pretoria,Andeon,2,1,1,3000
Apartment,Pretoria,"Weavind Park",1,1,1,8500
Apartment,Pretoria,"Wonderboom South",2,1,2,5150
Apartment,Pretoria,Montana,1,1,1,10150
Apartment,Pretoria,"La Montagne",2,1,4,6000
Apartment,Pretoria,"Pretoria North",2,1,1,5500
Town-house,Pretoria,Montana,2,2,1,7450
Apartment,Pretoria,Hatfield,1,1,4,4250
House,Pretoria,Andeon,3,2,2,3000
Town-house,Pretoria,"Monument Park",3,1,1,22000
Apartment,Pretoria,"Greencreek Lifestyle Estate",2,2,2,9200
Town-house,Pretoria,Roodeplaat,4,3,2,12900
House,Pretoria,Brooklyn,11,6,1,3950
Apartment,Pretoria,Hillcrest,2,1,1,5000
Apartment,Pretoria,Arcadia,1,1,6,5200
House,Pretoria,Waterkloof,5,4,4,75000
House,Pretoria,Montana,2,2,1,10400
House,Pretoria,"Waterkloof Heights",4,5,2,60000
Apartment,Pretoria,Sunnyside,2,1,1,5830
Apartment,Pretoria,Brooklyn,2,2,4,12900
Apartment,Pretoria,"Menlo Park",1,1,2,11500
House,Pretoria,"Woodhill Golf Estate",5,4,4,85000
House,Pretoria,Silverton,3,2,1,21000
Apartment,Pretoria,Wolmer,1,1,1,3570
House,Pretoria,"Waterkloof Ridge",5,5,4,75000
Town-house,Pretoria,"Waterkloof Glen",2,2,5,13500
Apartment,Pretoria,"Mooikloof Equestrian Estate",2,2,1,11950
Apartment,Pretoria,"Blyde Riverwalk Estate",2,2,2,16500
House,Pretoria,"Zandfontein AH",3,1,1,6500
Apartment,Pretoria,"Willow Park Manor",3,2,2,10500
House,Pretoria,"Kameeldrift East",3,2,2,9100
Apartment,Pretoria,"Blyde Riverwalk Estate",1,1,1,8200
Apartment,Pretoria,Sinoville,2,2,1,10200
Apartment,Pretoria,"Nieuw Muckleneuk",2,2,2,17300
Apartment,Pretoria,"Pretoria Central",1,1,2,4235
Town-house,Pretoria,Muckleneuk,2,3,1,16500
Town-house,Pretoria,Rietfontein,2,1,1,7900
Apartment,Pretoria,Brooklyn,1,1,1,9500
Apartment,Pretoria,Sunnyside,2,1,8,7300
House,Pretoria,"Wingate Park",3,3,1,30000
Apartment,Pretoria,Brooklyn,2,2,1,12000
Apartment,Pretoria,Hatfield,1,1,1,6200
Apartment,Pretoria,"Pretoria Central",1,1,4,4310
Apartment,Pretoria,Muckleneuk,2,2,8,35000
Apartment,Pretoria,Menlyn,2,2,2,12750
House,Pretoria,"Silver Lakes Golf Estate",3,2,2,38700
Apartment,Pretoria,Waterkloof,3,2,3,20500
House,Pretoria,Waverley,3,1,1,13800
House,Pretoria,"Mooikloof Glen",6,6,4,50000
House,Pretoria,"Waterkloof Ridge",5,4,4,45000
Apartment,Pretoria,"Willow Park Manor",3,2,2,14000
Apartment,Pretoria,"Philip Nel Park",2,1,1,5780
Apartment,Pretoria,Sinoville,2,2,2,10400
Apartment,Pretoria,"Wonderboom South",1,1,1,5150
Apartment,Pretoria,Daspoort,1,1,1,4150
Apartment,Pretoria,Hatfield,2,2,1,10000
Apartment,Pretoria,Sinoville,2,2,1,10500
Apartment,Pretoria,Annlin,2,1,2,7400
Apartment,Pretoria,Brooklyn,2,2,1,12000
House,Pretoria,Hatfield,14,14,6,3350
Apartment,Pretoria,Sinoville,2,2,1,10500
